experiment,method,notes,cfg.seq_len,cfg.K,cfg.n_sink,cfg.n_local,cfg.bits,cfg.group_size,cfg.residual_length,cfg.use_selection_cache,m.storage_mb,m.prefill_s,m.decode_step_ms,m.decode_p50_ms,m.decode_p99_ms,m.decode_std_ms,m.cache_hit_rate,m.blocks_dequantized_avg
long_context,baseline,,2048,1024,128,512,4,32,128,False,1024.0,2.1030000000088478e-05,0.009974733333351082,0.008817000000327369,0.01806400000070596,0.002512922643141074,,
long_context,kivi,,2048,1024,128,512,4,32,128,False,351.5,1.050127323,102.36674353333358,104.19891999999997,106.59586899999951,4.307009589727998,,
long_context,topk,,2048,1024,128,512,4,32,128,False,1034.0,0.4161672789999997,43.88300673333324,9.2160149999998,529.2120219999994,134.26222883897174,0.0,
long_context,kivi_topk,,2048,1024,128,512,4,32,128,False,351.5,0.7940379639999993,653.6234145999998,653.4620459999978,664.1692490000004,6.810692074702376,0.0,1536.0
long_context,kivi_topk_c,,2048,1024,128,512,4,32,128,False,351.5,0.8070629690000004,629.2829825333347,639.2268390000027,653.5646340000056,19.738924037769948,0.0,1536.0
long_context,baseline,,8192,1024,128,512,4,32,128,False,4096.0,1.3505999994833928e-05,0.009001133334625894,0.008837000002870354,0.010039000002848297,0.00043459124755779,,
long_context,kivi,,8192,1024,128,512,4,32,128,False,1239.5,2.950258037999994,399.84734420000143,402.31178400000545,410.10174300000557,9.641849066364887,,
long_context,topk,,8192,1024,128,512,4,32,128,False,4106.0,0.060258800999996254,22.678578666665317,22.691485999999372,22.706001999999614,0.03170578713842314,0.0,
long_context,kivi_topk,,8192,1024,128,512,4,32,128,False,1239.5,3.272751032000002,979.0759371999997,977.8443940000017,993.4008489999968,6.228685200447303,0.0,1536.0
long_context,kivi_topk_c,,8192,1024,128,512,4,32,128,False,1239.5,3.1228333530000043,955.1767020000038,955.6786210000041,973.9126970000029,7.906700267425758,0.0,1536.0
long_context,baseline,,16384,1024,128,512,4,32,128,False,8192.0,1.5759999996589613e-05,0.01174206666784509,0.011832000012645949,0.013185000000248692,0.0007378736334821905,,
long_context,kivi,,16384,1024,128,512,4,32,128,False,2423.5,6.0819742099999985,822.472928866667,821.6355990000039,837.391064000002,6.646401460464664,,
long_context,topk,,16384,1024,128,512,4,32,128,False,8202.0,0.07330992800000047,40.66066733333097,40.65678099999559,40.699769999989144,0.020258085723538766,0.0,
long_context,kivi_topk,,16384,1024,128,512,4,32,128,False,2423.5,6.49292591599999,1390.5803750666678,1388.3384670000112,1424.2031679999911,16.193623483630436,0.0,1536.0
long_context,kivi_topk_c,,16384,1024,128,512,4,32,128,False,2423.5,6.450035278000001,1384.6300782000014,1383.7103010000078,1395.409179000012,5.309672348716913,0.0,1536.0
long_context,baseline,,32768,1024,128,512,4,32,128,False,16384.0,1.937599998313999e-05,0.009203733338836173,0.008927000010316988,0.011652000011963537,0.000764447278552053,,
long_context,kivi,,32768,1024,128,512,4,32,128,False,4791.5,12.416362805000006,1695.4089912000047,1696.1521210000114,1743.3911079999973,26.916815472728647,,
long_context,topk,,32768,1024,128,512,4,32,128,False,16394.0,0.07447503000000211,77.3453588666674,77.18149199999402,80.12970300001143,0.8121526623188382,0.0,
long_context,kivi_topk,,32768,1024,128,512,4,32,128,False,4791.5,13.051050013000008,2215.9527238666515,2218.8762289999886,2238.9948099999515,17.945031953945378,0.0,1536.0
long_context,kivi_topk_c,,32768,1024,128,512,4,32,128,False,4791.5,12.648445772000002,2207.651679000003,2219.059096999956,2246.509440000011,33.66601930070978,0.0,1536.0
